Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2014-01-01,51.67959213256836,51.88735135780408,51.49780677313954,51.8613810143549,3186233
2014-01-02,52.9261360168457,53.185832402205655,51.93929116142095,51.991228325078346,29730385
2014-01-03,52.3028678894043,53.36762382460189,52.01720114742087,52.926138539504066,10720086
2014-01-06,51.887351989746094,52.458685463155504,51.47183705657177,52.458685463155504,6603244
2014-01-07,51.316017150878906,51.93929129523469,51.186168957864396,51.887350609085814,12753362
2014-01-08,51.290042877197266,51.67958742638809,51.16019469413366,51.18616503521786,10653844
2014-01-09,51.34198760986328,51.679591503520115,51.160198730289494,51.290046923597146,12969982
2014-01-10,50.61483383178711,51.67958608743641,50.147378271454855,51.67958608743641,21668655
2014-01-13,50.90049743652344,51.10825663920091,50.277226873205706,50.277226873205706,11775173
2014-01-14,50.61483383178711,51.16019336863878,50.45901531167636,50.848559850774585,6262293
2014-01-15,50.64080810546875,51.679593695999934,50.43305239630564,50.66677844970359,8229009
2014-01-16,51.03034973144531,51.23810895087259,50.71871618584081,50.84856437709876,15169976
2014-01-17,50.51095962524414,51.03035241761608,50.22529640732582,50.90050421952309,11229974
2014-01-20,51.16019821166992,51.367957432270686,50.381109059721744,50.381109059721744,13050752
2014-01-21,50.82258605957031,51.29003806580583,50.74467856598342,50.97840456910117,11629511
2014-01-22,50.95244216918945,51.3679570852261,50.82259397807535,50.8485643207697,12315468
2014-01-23,50.926475524902344,51.13423475918747,50.692749468394716,50.90050518032197,5617086
2014-01-24,50.95244216918945,51.264079236806346,50.77065329268667,50.79662363538101,11973294
2014-01-27,50.14738082885742,51.367955189221306,49.78380661162908,50.588866071293076,12637443
2014-01-28,50.17335510253906,50.3811108079915,50.017536562270855,50.14738475876807,7516995
2014-01-29,49.705902099609375,50.35514307028139,49.550083562176546,50.22529487614699,5177129
2014-01-30,49.653961181640625,50.01753541905128,49.3423241082271,49.705901867995436,28308126
2014-01-31,49.602020263671875,49.861716649517945,49.44620525005037,49.861716649517945,15088682
2014-02-03,49.446205139160156,50.19932395195324,49.31635694652832,49.42023479616226,4482727
2014-02-04,49.524112701416016,49.96559796580313,49.238445972833624,49.36829416561129,8237100
2014-02-05,50.251258850097656,50.303199533751794,49.186506536405346,49.186506536405346,8121381
2014-02-06,49.96559143066406,50.12140642373165,49.47216554475937,49.861710072142735,8396200
2014-02-07,50.64080810546875,50.82259699275484,49.757841057988806,49.96560028950974,6497909
2014-02-10,50.381107330322266,50.90050008045886,50.2252923231673,50.56289620181308,3792896
2014-02-11,49.653961181640625,50.5888688795235,49.602020495285814,50.43305034281674,5013980
2014-02-12,49.705902099609375,50.04350599541575,49.52411321887813,49.80977995044536,5538187
2014-02-13,49.34231948852539,49.809775054879886,49.29038232939091,49.627986192015804,6549052
2014-02-14,49.47216796875,49.5241086505556,49.31635296804793,49.446201150204566,14754417
2014-02-17,49.627986907958984,49.78380543232502,49.39426088258863,49.39426088258863,4752663
2014-02-18,49.73186492919922,49.91365379534056,49.6020167454861,49.67992776912842,4866082
2014-02-19,49.29038619995117,49.78380862344056,49.108597322811995,49.62799008908664,2804777
2014-02-20,49.39426040649414,49.67992711135219,48.95277517877194,49.13456404250634,5141168
2014-02-21,49.49814224243164,49.705901463803784,49.39426439292439,49.472171899465415,4456386
2014-02-24,49.36829376220703,49.47217161110881,48.848900995340514,49.47217161110881,5118446
2014-02-25,49.49814224243164,49.65396077787134,49.29038654341715,49.39426439292439,4052135
2014-02-26,49.446205139160156,49.96559790968748,49.264416260532535,49.60202015243223,21051173
2014-02-28,49.0826301574707,49.550085790793965,48.43338915759773,49.36829690188639,27401493
2014-03-03,49.18650436401367,49.49813788510226,48.74501913952483,48.874867320567745,15373777
2014-03-04,49.93962860107422,50.17335464818108,48.77099484318219,48.926813382039334,9410466
2014-03-05,50.04349899291992,50.19931750854934,49.55007662872442,49.965591496283814,5385763
2014-03-06,50.69274139404297,51.056315593184415,49.93962265531626,50.043500494734204,7952223
2014-03-07,51.419891357421875,51.65362090617303,50.51095407072378,50.51095407072378,13092149
2014-03-10,51.36795425415039,51.575709939539735,50.74468367562494,51.29004323036132,11546535
2014-03-11,51.34198760986328,51.47183580317094,50.97841337307338,51.10826156638103,7773473
2014-03-12,51.16019821166992,51.290046403661286,50.796623978565634,51.08229070541816,15253272
2014-03-13,51.316017150878906,51.93929129523469,50.95244291490981,51.186168957864396,12326297
2014-03-14,51.08229064941406,51.939290829032075,50.9005017718824,51.05632030657274,11859122
2014-03-18,52.69240951538086,52.95210589847806,51.16019803722128,51.16019803722128,15512927
2014-03-19,53.13389205932617,53.73119586292601,52.640469628427304,52.640469628427304,12921191
2014-03-20,51.57571029663086,53.081951354383214,51.41989177033131,52.82225498466978,6054665
2014-03-21,52.38077163696289,53.41955715329303,51.70556034687679,51.83540853641806,21508819
2014-03-24,53.601348876953125,54.12074166272826,52.458685452719386,52.458685452719386,9956813
2014-03-25,54.8478889465332,55.029677826495984,53.28971062350715,53.28971062350715,14139614
2014-03-26,54.01686477661133,55.31534676428392,53.80910554516902,55.055650366749404,6805235
2014-03-27,54.79595184326172,55.26340393174469,54.01686268088498,54.01686268088498,20892387
2014-03-28,55.80876541137695,56.22428032358355,54.432372484839945,54.71803920712933,6967406
2014-03-31,54.5362548828125,56.25025172650461,54.30252531866903,55.678918271154686,6602071
2014-04-01,56.09442901611328,56.847547771305614,54.588187983371235,54.79594718910671,13292951
2014-04-02,56.30218505859375,56.665762790360446,55.70488482330403,56.17233687506491,8823613
2014-04-03,56.458003997802734,56.92545957535298,55.52309636505967,56.146370468460006,6355761
2014-04-04,55.367279052734375,56.48397557717088,55.23743086540623,56.48397557717088,7240495
2014-04-07,55.52309799194336,56.224279617635354,54.951764554538215,55.41922014578539,6247841
2014-04-09,55.4451904296875,55.782794309935746,54.82191630867914,55.601008959939584,6654828
2014-04-10,55.99055099487305,56.19830667758491,55.15952121931085,55.5230954252353,9464658
2014-04-11,55.91263961791992,56.0684581401455,55.65294325499641,55.67891359576023,6290384
2014-04-15,56.01652526855469,56.19831062310083,55.47116216020101,55.70488820025041,9004170
2014-04-16,55.93861389160156,56.19831027278375,54.899828366872825,55.9645842341913,10220793
2014-04-17,55.67892074584961,55.83473928808486,55.133557609205155,55.80876894398602,10918544
2014-04-21,55.02968215942383,56.19831599370927,54.92580430084782,55.47116746131929,4950498
2014-04-22,55.02968215942383,55.315348912276306,54.19865224609988,55.15953036323332,8749084
2014-04-23,54.8478889465332,55.549070600838,54.64013324573947,55.003707483307345,11101407
2014-04-24,54.8478889465332,54.8478889465332,54.8478889465332,54.8478889465332,0
2014-04-25,54.79595184326172,55.21146324530984,54.32849623242107,54.744011156826865,5635586
2014-04-28,55.10758972167969,55.315348961374056,54.43237835679941,54.666107941750326,4189566
2014-04-29,54.8478889465332,55.78279664482037,54.61416290255083,55.47116309362977,8984063
2014-04-30,54.95176696777344,56.042493206225785,54.4843148783554,54.925800146861754,9560866
2014-05-02,54.30252456665039,55.289372928373915,54.06879852810137,54.84788767150318,2642603
2014-05-05,54.588191986083984,54.8478883705277,53.99089171080651,54.17267706650252,1955739
2014-05-06,53.23777389526367,54.61416334959334,52.97807750596693,54.484315154944966,4306301
2014-05-07,53.23777389526367,53.8350741817031,52.97807750596693,53.34165174651083,6851875
2014-05-08,53.78313064575195,54.380434422907065,53.237771075005256,53.70522314203315,6511390
2014-05-09,55.497127532958984,55.704883211651385,53.783127333138765,53.91297551291084,19808139
2014-05-12,57.91230392456055,58.69139302548159,55.28936991365489,55.28936991365489,8560913
