Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2014-04-07,329.0559997558594,332.0727923465016,328.03528420561395,328.8972328568493,5866578
2014-04-09,336.54119873046875,337.924857317224,327.42281886828465,330.280816460262,5260192
2014-04-10,335.4298095703125,339.62608443652465,333.88738394942186,337.81147908897344,3747396
2014-04-11,334.8626708984375,337.8794350043589,332.93465314561274,333.0026842178021,2603976
2014-04-15,328.4209289550781,335.15764101345036,325.7670517133834,333.1162097607699,4185934
2014-04-16,329.3282165527344,331.982065983409,327.12799080194986,328.0806752891608,1786196
2014-04-17,326.0392150878906,327.21869746564045,320.86757887137,324.92776379615736,6151164
2014-04-21,325.0184631347656,329.5776529335509,323.45336069046357,327.8537836176764,3493876
2014-04-22,330.05401611328125,330.9839957922103,325.44947177568446,327.4909027390953,5697912
2014-04-23,332.52642822265625,335.4524848682178,327.8084432678996,328.85186348830086,10512672
2014-04-24,332.52642822265625,332.52642822265625,332.52642822265625,332.52642822265625,0
2014-04-25,329.5323791503906,334.7947241730299,328.8972561320416,332.59452601782687,3106222
2014-04-28,328.9879455566406,330.82522788028996,326.8784558255044,327.6496686136982,2441430
2014-04-29,324.7236328125,330.03135917825773,323.2265888859225,329.5323537656256,3320618
2014-04-30,327.2186584472656,331.1200760174533,322.8409402657186,324.8143122324423,4393460
2014-05-02,325.3133239746094,330.05398541985187,324.61017002367146,328.2167032613764,2957646
2014-05-05,325.13189697265625,328.0352487216419,323.90703290712054,326.5608819752159,2596162
2014-05-06,326.7196960449219,328.7157452998499,323.9524062963433,326.7196960449219,3092280
2014-05-07,324.6328430175781,329.8044786551795,322.75020682965754,325.9484427974504,3299312
2014-05-08,325.85772705078125,327.9898937233715,324.58750893370996,325.3360446629068,3760214
2014-05-09,343.3233337402344,344.77502358781396,326.62896971477113,326.62896971477113,8188222
2014-05-12,359.35992431640625,360.5847607979814,342.27994008746407,342.5521198192184,8780680
2014-05-13,357.54522705078125,362.9209830365406,354.9820865326162,362.9209830365406,6332608
2014-05-14,351.7839050292969,360.56204658154087,351.23951793325335,356.11626939309514,4250750
2014-05-15,357.6360168457031,358.906262727451,347.51959767025056,348.85787463865495,4733094
2014-05-16,365.05322265625,387.4182271892769,357.31847318979715,362.9210559150135,16434184
2014-05-19,368.3195495605469,378.79888488118854,366.55029818443154,370.13415499710345,5261402
2014-05-20,370.20220947265625,372.71996913718374,364.894482697714,370.1795324410031,3178516
2014-05-21,367.23077392578125,369.49903071346364,365.18934281686705,368.5236692192876,1821194
2014-05-22,364.1004943847656,369.72578114888154,362.01370964025455,368.3648273532415,3903228
2014-05-23,358.22576904296875,364.282002973343,355.0728868917028,362.4673977281458,4909468
2014-05-26,361.6282043457031,364.75838221730146,358.3845859417698,362.46744831325833,8697616
2014-05-27,365.1439514160156,367.7524464550989,357.63600006562433,362.9210489159341,3809762
2014-05-28,373.5591735839844,375.0562173565318,362.69421926404254,362.8756908619725,7177782
2014-05-29,367.57098388671875,376.87083599369527,366.2780886936596,373.1735666415475,6842004
2014-05-30,359.6320495605469,373.26426488600225,331.16543195105544,369.72579046590437,16403772
2014-06-02,371.721923828125,373.06017314730525,359.97234289630205,359.97234289630205,4041566
2014-06-03,373.9674987792969,375.55527858701413,369.27221813766323,373.35508050036464,1812074
2014-06-04,370.4971008300781,376.39456898092965,369.7712419829169,373.0829193262652,1432170
2014-06-05,368.48406982421875,373.03608538977954,366.448240680308,371.38911025097246,3837236
2014-06-06,372.9674377441406,375.59799618269176,366.4482277007748,371.93808878992496,5282638
2014-06-09,374.8889465332031,379.71544449003636,372.85311717997547,376.00979891175604,4669960
2014-06-10,373.60791015625,376.78743217349995,370.5656011504938,375.6666079404194,2499672
2014-06-11,375.3692626953125,379.64676841367026,370.56563410506175,373.76805316522893,3871886
2014-06-12,384.2216491699219,386.5548569312444,371.86946148265037,377.19921289464276,6366024
2014-06-13,382.18585205078125,391.61010269891693,380.4702704092848,386.12024144612843,6106442
2014-06-16,383.83282470703125,385.57127530110444,379.85266945028457,380.1729169625065,2654940
2014-06-17,387.2868957519531,388.3162449079477,378.50311070288967,382.4603975161997,3494060
2014-06-18,381.9342346191406,389.50569106871757,379.1435661460711,387.53846832688043,2687314
2014-06-19,377.7711181640625,384.26746026444823,376.1470396196864,382.9636013226873,2360498
2014-06-20,376.03265380859375,380.5160352336842,374.84316703189285,377.8854765290329,1484884
2014-06-23,375.8039245605469,378.13710468335057,372.9903591863883,376.9705146219487,2920422
2014-06-24,379.2579345703125,380.97351630087786,377.42798072437614,377.58809051674365,2533112
2014-06-25,377.0162048339844,381.17936630998815,376.51297872901415,379.25790931513086,3165312
2014-06-26,371.66363525390625,378.15994903328294,369.9480535326879,375.1405363730904,10904132
2014-06-27,373.402099609375,376.0555271849849,372.39561937783174,374.156938840872,2571480
2014-06-30,375.8496398925781,380.9506474065298,375.0948006849679,375.0948006849679,3088050
2014-07-01,376.6502685546875,378.77760120416025,372.8531196690149,376.5130275921464,3820686
2014-07-02,384.2445373535156,385.2052518719313,377.6566928981939,380.0813759536674,3813362
2014-07-03,382.8263244628906,386.71497623799036,380.3330068578097,384.74778151280975,3031370
2014-07-04,391.907470703125,392.9596884967415,382.04857279958964,382.8263087071766,2815994
2014-07-07,384.49615478515625,393.76029544945726,382.39169126324276,393.39431029173943,4065984
2014-07-08,379.3723449707031,388.1103642977098,375.140576274919,386.1203004585752,3366136
2014-07-09,379.8526306152344,381.9341973475433,374.2255286179025,378.8004128308353,2897776
2014-07-10,376.67315673828125,387.95025977470624,371.59504540330795,379.8527074943604,4928772
2014-07-11,371.38909912109375,380.378757872736,370.01663384132405,375.64373590380416,4599390
2014-07-14,373.97393798828125,375.1405279479338,369.261812551072,372.8530857043488,2460804
2014-07-15,378.2514953613281,379.1664723834518,373.53936928196805,375.4836954539807,3046018
2014-07-16,382.3459777832031,383.6040710394446,374.1798199982057,379.48667492810887,4794650
2014-07-17,380.5389099121094,383.8328325339254,379.48669199867834,383.69559157528323,2519550
2014-07-18,380.8363037109375,382.8263674974574,376.0555433477913,379.2122251362868,3644216
2014-07-21,378.5487976074219,387.46982177135385,377.54231750178747,385.0680075733722,4906828
2014-07-22,384.2216491699219,385.5026391202376,378.34293397679755,379.66966160124827,3485176
2014-07-23,382.59759521484375,386.5777504191195,382.0028657987749,385.70851117210213,3924926
2014-07-24,385.31964111328125,386.12024588852404,381.08787301556936,382.460338344557,2139300
2014-07-25,382.2316589355469,388.77373919510944,381.61406060193184,384.74784579867736,5332976
2014-07-28,379.50958251953125,384.1988396807236,378.8004809236347,383.6041102107098,1942476
2014-07-30,383.7413024902344,385.1595334249725,378.2743099820845,380.1728982000086,2342690
2014-07-31,381.54534912109375,384.24454201664105,379.05203160281326,383.3295651602356,5950672
2014-08-01,373.0589599609375,378.7089311163283,371.4806192330685,377.90832633349845,3414230
2014-08-04,371.9380798339844,376.3757230254351,369.2388870276621,374.683010312464,3681522
2014-08-05,375.2320556640625,376.5130178193334,370.5199299199155,373.76808694823256,3038552
2014-08-06,370.565673828125,374.93468328683093,369.35331817052247,372.87598509889693,1690700
2014-08-07,371.25189208984375,374.45431136849925,370.56565938727476,371.89238711472694,1966870
2014-08-08,364.2294006347656,369.55912373819564,363.703277805896,368.27816180345445,3725340
2014-08-11,362.7655029296875,367.29462221696576,362.0564013563283,366.4482796814857,2813112
2014-08-12,369.28466796875,369.8793973458932,362.3308382163852,366.44823410520775,3301536
2014-08-13,371.66363525390625,373.1962104223762,367.2031227787384,370.56565178317464,3919910
2014-08-14,378.2057189941406,380.4702924768385,372.0753624038103,372.441347590648,5936612
2014-08-18,380.79046630859375,381.77407755773135,376.78744272725146,379.71537971589817,3351084
2014-08-19,376.90185546875,383.146584098128,376.16988510410243,381.0878860343172,3946428
2014-08-20,375.3921813964844,381.8198892079032,374.68307980926056,379.2579647886166,4717426
2014-08-21,380.85919189453125,382.0944164798469,375.5980739284206,376.0555624472128,3195240
2014-08-22,387.37835693359375,388.29333386169196,378.8233170712992,381.7054888102327,5007644
2014-08-25,385.86865234375,390.14615833293374,383.009349430424,385.66277694941454,3328032
2014-08-26,385.43402099609375,388.17895170941904,383.4210606371702,386.34899790053555,2082628
2014-08-27,382.7348327636719,387.0352354376869,381.54537394211684,387.0352354376869,2426484
2014-08-28,385.9143981933594,386.8065063057844,381.54538883385476,383.1465984992247,3995726
2014-09-01,384.83929443359375,388.4076988026821,383.6498076953114,386.9894957594801,2077328
2014-09-02,393.07403564453125,393.94324684368513,383.67265468612214,385.70845571114415,5721126
2014-09-03,391.907470703125,395.7274878852361,389.5971318170537,395.7274878852361,4617390
2014-09-04,389.7115173339844,392.9825708565987,388.17894222563916,392.54795125303144,3203484
2014-09-05,388.1560974121094,391.4042543754053,386.1660058166702,389.78017589375736,1917604
2014-09-08,395.6131286621094,397.0084628201407,388.6135611116399,389.32266260937274,4894172
2014-09-09,396.0019836425781,397.9692062785824,392.4335793848115,393.48579721528546,3830522
2014-09-10,392.20489501953125,395.7275621399198,390.7409261992926,395.7275621399198,2157126
2014-09-11,390.85528564453125,394.858309987154,390.23768734367934,392.25064789655096,3266432
2014-09-12,391.4729309082031,392.52514891629255,388.38488340798756,388.9109784505907,3043278
2014-09-15,393.60015869140625,395.7274910552474,388.8651646207633,388.8651646207633,2904544
2014-09-16,389.3226318359375,394.37787311597697,387.95016662382494,393.8975158763128,2538134
2014-09-17,387.2182312011719,391.5643714307373,385.251008548434,391.15262066089014,3952948
2014-09-18,392.5937805175781,393.89761161684305,385.3197019561975,386.4634232442836,3326284
2014-09-19,393.5544738769531,395.7275442064103,389.50571190595923,393.4401017543501,3271054
2014-09-22,391.99896240234375,392.7538295047309,389.32266617184155,392.0447280005095,3267158
2014-09-23,388.33905029296875,392.45644624414865,386.85221286615376,391.63297263848835,2358488
2014-09-24,391.3584899902344,392.2048324316395,386.6005990644417,387.5384447780502,3332748
2014-09-25,388.84228515625,396.0019621201504,385.25098433329896,390.23761924188295,8297980
2014-09-26,398.7698059082031,402.1323347394328,386.5777279349496,388.8423012748838,4941126
2014-09-29,395.77325439453125,401.3774880127894,393.989066159589,399.38742438688627,4341134
2014-09-30,399.227294921875,402.4983204861816,393.966177906856,395.36151205235063,6017716
2014-10-01,397.10003662109375,398.5411366328237,393.6688727101972,396.18505957818803,2935094
2014-10-07,394.5609436035156,396.6425105947249,390.7408980568622,395.72753363833573,2513144
2014-10-08,396.9169921875,398.01497570342036,392.66235492834994,393.69170400344495,1570192
2014-10-09,406.0667419433594,408.5143219340766,397.21435149835264,399.844910117547,3825210
2014-10-10,396.7797546386719,404.94594079166825,395.68179903619637,403.9851982262611,2133490
2014-10-13,401.1258850097656,401.6748767584763,391.4500206206216,395.27003817690604,2688256
2014-10-14,397.2601318359375,405.3119462713501,395.7961909593919,404.8773266073646,3633120
2014-10-15,397.2601318359375,397.2601318359375,397.2601318359375,397.2601318359375,0
2014-10-16,392.9139404296875,399.8449015513597,391.1754899205617,397.28297742453,2766542
2014-10-17,404.9916687011719,406.29549967355985,392.11335708136966,393.5544569332766,4988960
2014-10-20,408.9031677246094,416.131479591684,407.23335164931615,408.9946709984465,4766002
2014-10-21,409.70379638671875,414.37018439562314,406.0896542039574,411.73962567602626,8018576
2014-10-22,408.8345947265625,414.6446761326532,407.73661119626445,414.04994668827555,2285772
2014-10-27,410.4815368652344,415.07929048433124,409.06333375265666,411.30501054101757,3362384
2014-10-28,409.58941650390625,411.831121148132,408.9946870848912,411.2821294063951,2901746
2014-10-29,407.87384033203125,412.88334466910226,407.1647387872587,411.83112677141906,3948094
2014-10-30,410.20709228515625,411.71679881532094,405.83805458449217,407.11904477773083,5369090
2014-10-31,417.1608581542969,418.41895147078475,410.52727521281525,411.7853685293031,5052994
2014-11-03,416.634765625,420.5691553961656,414.2100822579848,418.6934637914455,3619824
2014-11-05,417.5954284667969,421.02659165192534,416.42883856842866,418.6247774223354,3762090
2014-11-07,411.4879455566406,414.758970851723,408.83451843029474,414.0270005833779,4514246
2014-11-10,413.8669128417969,415.5595976678003,408.53716154719814,411.51083629530206,3194878
2014-11-11,415.35382080078125,419.65419595203855,412.83763404786356,414.43884379972025,2956704
2014-11-12,417.1151428222656,420.8436852927637,413.6382413668513,416.77202644484123,4529332
2014-11-13,419.0365905761719,420.8894133874861,413.52385982235774,418.8307151698299,3694476
2014-11-14,425.51007080078125,426.8367987076112,417.1151674401549,420.06597404473604,4219028
2014-11-17,420.4090576171875,427.29425387503,415.3995530176951,425.4642998969785,6732042
2014-11-18,426.4707946777344,427.75175692137157,417.2295211896159,421.34691778030293,4594556
2014-11-19,423.8858947753906,428.9869018854122,421.8729624582803,427.7745463895072,1727424
2014-11-20,420.0658874511719,424.5263997014434,417.2751912383007,424.5263997014434,2385186
2014-11-21,426.7680969238281,427.7517082777898,418.16731949704314,421.4383731412604,4411904
2014-11-24,432.4181213378906,434.61406047994996,424.59505149552285,426.5393775555647,3658430
2014-11-25,436.23809814453125,438.63991246426053,429.5816469001431,431.41160066755583,6078254
2014-11-26,435.2087707519531,439.14318830090247,426.9739783898617,429.94765340950585,4488214
2014-11-27,433.7677001953125,436.35249327441454,431.41162342632424,434.88852459867815,6605724
2014-11-28,437.88507080078125,441.88809464425066,433.24155197320533,433.699040412459,4625930
2014-12-01,434.6139831542969,440.30971936021,433.79050961289556,438.4111313172802,3694564
2014-12-02,431.5488586425781,434.4310303553955,429.67316712612484,430.8397571143033,2258778
2014-12-03,426.8824462890625,431.8919502223332,426.3792201811758,430.9541045178837,3330592
2014-12-04,430.6796569824219,431.98348795323983,426.37925419371936,430.0391619550388,3419552
2014-12-05,431.2972717285156,432.0521389022845,428.07198347518573,430.4966668751347,2037090
2014-12-08,424.160400390625,432.3265575303813,423.1767891170399,432.3265575303813,2028564
2014-12-09,423.9774169921875,427.75169666867583,423.1996810500323,423.1996810500323,2436672
2014-12-10,426.1047668457031,427.7517141481376,423.3140704595649,423.68005564645256,2782716
2014-12-11,427.1112365722656,428.0948479798971,423.1768467875018,425.41855152342043,2409422
2014-12-12,426.1505432128906,428.3007447750308,425.00682194822906,426.83677597168753,2308414
2014-12-15,430.72540283203125,432.0063649882195,424.54930836763145,425.4642853253203,3319314
2014-12-16,423.5199279785156,430.9541152101126,419.5169040845788,428.91828604519185,2494978
2014-12-17,421.7357177734375,426.60798095022443,419.0594215017754,423.6343060159869,3532008
2014-12-18,427.31707763671875,428.4379299146109,421.8272162816997,426.65371380507816,3246914
2014-12-19,430.7025146484375,434.15654692400517,426.607987362102,432.3494619291555,3057054
2014-12-22,440.8816223144531,441.9795778344123,431.18286164564637,436.4439787903943,4147806
2014-12-23,439.0745544433594,445.5708962332969,437.0615940274757,439.05168560467706,3772040
2014-12-24,432.44097900390625,441.3848730644255,430.54239067224023,438.2282193551789,8332406
2014-12-26,433.9964294433594,435.9636241946072,431.20573314346353,434.7970342311946,1683240
2014-12-29,435.3917541503906,437.35894885879907,433.8362822844611,434.65975589229737,1807400
2014-12-30,437.5648498535156,439.00592177085997,431.29725227094235,434.61404365674383,2840600
2014-12-31,435.3460388183594,437.9537288133275,434.49969627536734,437.35899935693726,2496264
2015-01-01,435.5518493652344,436.6269639175345,432.3494303907596,435.07149210363866,1772470
2015-01-02,441.613525390625,443.4434789013479,434.796965316907,434.796965316907,2950192
2015-01-05,437.88507080078125,444.0153991330531,436.94719716200854,443.76378607603925,2398000
2015-01-06,431.0684814453125,437.6105605353645,428.9182801984466,436.4439706010381,4109840
2015-01-07,432.32659912109375,435.23163970264966,428.32357505515773,429.9019158428742,2873056
2015-01-08,441.4077453613281,443.2834648686192,433.79057898168605,436.5583786798061,4762912
2015-01-09,446.34857177734375,448.3386351622297,442.2082793898406,445.0904786684701,4492592
2015-01-12,442.4142150878906,445.7767720638849,441.2476250851497,443.4893297358126,2063206
2015-01-13,440.7215270996094,444.65594488007974,437.2217568935044,443.2834794056351,2914174
2015-01-14,440.97314453125,445.891145551732,439.05168738518336,439.2117971794889,1842616
2015-01-15,454.3547058105469,456.66501710452775,444.10695244739816,452.91360589536356,5699238
2015-01-16,458.1060485839844,464.30503942446467,456.8250865075937,458.4949305205052,3910654
2015-01-19,459.57000732421875,466.63820931458895,458.838036988563,463.5501623411836,2119746
2015-01-20,467.0728759765625,469.84067573590266,458.4034635709586,462.06337146374074,4252902
2015-01-21,466.6153259277344,472.5626475459726,465.88332769202435,470.0236202877955,3370306
2015-01-22,467.2100830078125,472.3568281082658,465.9748585991279,468.9256647079636,3235340
2015-01-23,477.0690002441406,479.44791795676684,468.6512012024651,471.2131254727766,4993956
2015-01-27,491.3654479980469,493.0581327729536,476.19969607137045,477.16041056106764,4981200
2015-01-28,484.1829528808594,500.12641626846255,482.650377543122,489.5127051859152,5682470
2015-01-29,500.94989013671875,503.5118144787678,485.39528167585263,491.8001204538563,10283808
2015-01-30,492.8751525878906,500.7439871503599,486.88206527909387,500.7439871503599,5285208
2015-02-02,494.8194580078125,500.0348371028299,481.4379218822335,488.82637094636203,2855176
2015-02-03,486.8134460449219,495.09397577942104,482.78758121248006,493.4012908611768,5100344
2015-02-04,488.46044921875,494.4535932466748,483.67971673100783,486.3102756065844,3098756
2015-02-05,492.4862976074219,499.9433813957948,489.67273257827475,491.80006495864234,4029574
2015-02-06,481.964111328125,493.60717074900487,480.3857984181315,492.7150905556627,3451560
2015-02-09,475.8337097167969,481.16346114969326,473.27178565187324,478.9903910850761,2615948
2015-02-10,482.398681640625,485.9900107083693,471.2131111937943,471.2131111937943,4637876
2015-02-11,484.205810546875,487.1337479405334,481.73536162579563,484.0228039886912,2080794
2015-02-12,492.2575988769531,494.95679204738235,481.5980950759786,487.2709633325604,2762870
2015-02-13,487.59124755859375,495.00253864548,486.58473938845617,494.636525520746,3857250
2015-02-16,488.391845703125,496.3749972842773,486.08150655718396,492.16612563639256,3694358
2015-02-18,491.7086486816406,495.4371351779912,483.5882280288734,488.39185714741177,2690846
2015-02-19,493.99603271484375,496.3292125559911,486.67621778057384,491.3425774628685,2253502
2015-02-20,490.9079895019531,498.61665849375197,488.8263947759756,495.45997711032436,3103012
2015-02-23,488.3689270019531,494.7966621499779,485.8527404928096,492.7608050123974,2790782
2015-02-24,488.4376220703125,489.970197419699,483.6110959198887,489.64997779890746,2923144
2015-02-25,481.4837646484375,491.7086776220275,480.36294012644885,489.51271041457164,2324262
2015-02-26,474.94171142578125,483.10787022202885,473.54634912139807,482.03278338453265,6213472
2015-02-27,482.19281005859375,484.2744047742839,478.2812616045408,478.2812616045408,5130892
2015-03-02,495.2541809082031,502.7798441349759,488.59770112479913,494.2476727355074,7192616
2015-03-03,495.62017822265625,499.5774650997887,492.73803404684827,497.0383814690792,3014674
2015-03-04,487.3624572753906,507.49194862734015,484.93774620605757,505.5247259978242,6138812
2015-03-05,496.4207458496094,498.6624506040461,486.0815172172468,487.2252384342286,4851226
2015-03-09,484.4803161621094,494.91107618549137,483.1078506772309,492.73800583443375,2877904
2015-03-10,481.5294494628906,485.96706471245545,478.0753896206316,485.8526926096754,2567418
2015-03-11,483.31365966796875,485.8070052743727,480.36288144880115,480.7746322306234,2732768
2015-03-12,482.46734619140625,486.7220114497313,480.8661364903234,484.9835328645364,3765418
2015-03-13,477.00042724609375,486.76779619801886,473.3176222391832,484.9378420769737,2713390
2015-03-16,481.0719909667969,483.97703138890694,476.9316982503972,478.075419349319,2674386
2015-03-17,484.0456848144531,487.6369580368119,477.0918267527352,484.9377649683082,2684652
2015-03-18,486.5618896484375,490.38190724336744,481.8268392582657,485.006417665168,2574166
2015-03-19,481.3693542480469,491.2511500501695,479.7681445749313,489.9701599733724,2686786
2015-03-20,483.06201171875,484.70895878615477,478.50996864082015,480.8203073942885,3241618
2015-03-23,479.33355712890625,484.6633091146196,478.5329522852168,483.084940343889,2723370
2015-03-24,474.8501281738281,483.5653057385457,473.7064070155061,477.297736129245,4486782
2015-03-25,473.15740966796875,478.85311829448756,471.71630994145323,475.81086490554515,5304450
2015-03-26,460.66802978515625,472.2195859638342,458.4491939069699,469.79493053116204,17900310
2015-03-27,464.190673828125,468.26230433962655,461.1941020979954,464.3279147805793,5420448
2015-03-30,474.36981201171875,475.3305266423248,463.3443229845736,466.6382455968925,3477572
2015-03-31,467.8734436035156,475.74225053152134,464.2821425157228,475.74225053152134,2981128
2015-04-01,472.699951171875,474.34689845829416,463.43580985928804,469.4288975145751,1922098
2015-04-06,472.105224609375,474.34692937806597,466.5467562132281,473.5005868412704,3575586
2015-04-07,472.4712219238281,474.9645117709363,468.30808797605283,472.6999661610219,3098536
2015-04-08,473.752197265625,476.9088229641791,471.2360107346991,475.8108953363825,2053072
2015-04-09,483.1535339355469,484.48026159064057,471.21309673121795,474.98737638950195,3501392
2015-04-10,477.00042724609375,481.73542236514464,473.43199437174854,481.73542236514464,3059662
2015-04-13,475.2390441894531,478.6702077087866,473.4090903124753,475.78800801424234,2281618
2015-04-15,471.9679870605469,479.76813189744047,469.0171529477504,475.78800458202943,2446998
2015-04-16,471.0530090332031,472.83722521538846,465.7232572481951,470.2981418969986,2805060
2015-04-17,465.83758544921875,470.22946312888934,464.83110533678837,468.9713699690707,2024506
2015-04-20,459.8216552734375,468.92568709944726,458.67793408539006,466.63824472335244,2594440
2015-04-21,458.8609313964844,464.07631107801916,455.47550557894357,459.77590832848136,3255372
2015-04-22,463.48150634765625,467.0956760286843,454.5147444999979,460.4620939499224,3382968
2015-04-23,463.6645202636719,468.55962408898233,460.2790947383776,466.66106387270963,4813914
2015-04-24,460.43927001953125,466.180744656187,457.64857363635997,466.1350069789546,3602622
2015-04-27,459.9817810058594,463.2070690875225,455.6585094431332,460.66801370080384,3685352
2015-04-28,459.57000732421875,462.7266887328512,452.95929377435306,457.2825651216963,3971054
2015-04-29,454.3547058105469,461.8346314660298,451.99862891375676,459.31844476661115,3931782
